,Food_Code,Portion_Default,Portion_Amount,Portion_Display_Name,Factor,Increment,Multiplier,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats
Sour cream dip,12350000,1,0.25,cup,0.25,0.25,1,0.04799,0,0.0407,0,0,0,0.0407,0,0,0,0,0,0,105.6485,1.57001,0,133.65,7.36898
"Ice cream, regular",13110100,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.29393,0,0,0,0,130.99968,95.20488,0,267.33,9.0307
"Ice cream, rich",13110120,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.2516,0.0962,0,0,0,213.06672,96.1034,0,368.52,15.2884
Soft serve ice cream,13110200,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.38233,0,0,0,0,170.39808,123.83793,0,347.73,11.7467
"Ice cream bar, chocolate covered",13120100,1,1,bar (bar = 3 fl oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0.09744,0,0,0,0,112.32144,45.54761,0,169.12,9.5872
Ice cream sandwich,13120500,1,1,sandwich,1,0.5,0.5,0.53454,0,0,0,0,0,0,0,0.09912,0,0,0,0,49.46265,48.40002,0,143.37,3.2332
Light ice cream,13130300,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.7598,0,0,0,0,45.60372,70.88353,0,216.15,3.3929
Light soft serve ice cream,13130600,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.7175,0,0,0,0,39.6585,0,0,220.5,2.8525
Light ice cream sandwich,13135000,1,1,sandwich,1,0.5,0.5,0.5436,0,0,0,0,0,0,0,0.2652,0,0,0,0,21.2112,41.22339,0,129.6,1.368
Light ice cream bar,13140100,1,1,bar (bar = 3 fl oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0.25648,0,0,0,0,84.15288,37.81981,0,153.44,7.728
Light fudgesicle,13140900,1,1,sicle (sicle = 2.5 fl oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0.40661,0,0,0,0,27.86337,37.92188,0,121.91,2.0367
Sherbet,13150000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0.11387,0.21423,0,0,0,0.04932,18.20376,151.04761,0,277.92,2.2388
"Low fat, low sugar ice milk",13160150,1,1,cup,1,0.25,0.25,0.04176,0,0,0,0,0,0,0,0.43344,0.08928,0,0,0.352,7.9704,73.98561,0,152.64,0.8928
"Cheese (cheddar, Swiss)",14104010,2,0.25,cup shredded,0.25,0.25,1,0,0,0,0,0,0,0,0,0.66444,0,0,0,0,83.06347,0,0,113.8475,5.95793
Feta or goat cheese,14104400,1,0.25,cup crumbled,0.25,0.25,1,0,0,0,0,0,0,0,0,0.6615,0,0,0,0,70.62862,0,0,99,5.60625
Mozzarella cheese (part skim),14107030,1,1,slice (slice = 1 oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0.66679,0,0,0,0,49.90734,0,0,85.617,3.59194
Low fat cheddar or Swiss,14109030,2,0.25,"cup, shredded",0.25,0.25,1,0,0,0,0,0,0,0,0,0.95229,0,0,0,0,10.67985,0,0,48,0.892
"Cottage cheese, creamed",14201010,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0.20055,0,0,0,0,42.2604,0,0,108.15,2.9925
Ricotta cheese,14201500,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,56.93855,0,0,95.94,4.06515
Lowfat cottage cheese,14204010,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0.24973,0,0,0,0,9.92592,0,0,81.36,0.7345
Cream cheese (regular),14301010,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,45.50535,0,0,50.605,3.18565
Low fat cream cheese,14303010,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76,0,0,34.65,1.6635
American cheese (processed),14410200,1,1,slice (slice = 3/4 oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0.37044,0,0,0,0,48.56922,0,0,70.56,3.2697
Fat-free American cheese,14410350,1,1,slice (slice = 3/4 oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0.49392,0,0,0,0,0.6237,0,0,31.08,0.105
Cheese spread or dip,14420100,2,1,slice Velveeta,1,0.5,0.5,0,0,0,0,0,0,0,0,0.60976,0,0,0,0,65.05101,4.11272,0,100.24333,4.60774
Cream cheese dip,14620100,1,2,Tablespoons,2,1,0.5,0,0,0.0036,0,0,0,0.0036,0,0,0.0066,0,0,0.49133,76.2912,0.28282,0,106.2,5.67
Cheese sauce,14650100,1,0.25,cup,0.25,0.25,1,0.12636,0,0,0,0,0,0,0,0.47871,0,0,0,0,70.91348,0,0,109.35,3.65107
"Cheese sauce, low fat",14650150,1,0.25,cup,0.25,0.25,1,0.11178,0,0.00061,0,0,0,0.00061,0,0.5589,0.00182,0,0,0,39.96196,0.3061,0,79.5825,1.69493
Alfredo sauce,14650160,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0.45502,0,0,0,0,223.76291,0,0,249.075,15.65527
Fried cheese sticks,14660200,1,3,"pieces or 4"" sticks",3,1,0.33333,1.17744,0,0,0,0,0,0,0,2.60568,0.22044,0.00528,0,0.00381,273.537,4.39833,0,502.92,16.3548
Grilled steak (eat lean & fat),21101120,1,1,medium steak,1,0.5,0.5,0,0,0,0,0,0,0,0,0,6.74832,0,0,0,123.5628,0,0,516.12,11.9544
Grilled steak (eat lean only),21101130,1,1,medium steak,1,0.5,0.5,0,0,0,0,0,0,0,0,0,5.50212,0,0,0,5.967,0,0,307.32,4.7268
Fried steak (eat lean & fat),21102120,1,1,medium steak,1,0.5,0.5,0,0,0,0,0,0,0,0,0,6.04248,0,0,0,210.24036,0,0,587.52,12.9744
Fried steak (eat lean only),21102130,1,1,medium steak,1,0.5,0.5,0,0,0,0,0,0,0,0,0,5.3118,0,0,0,38.52576,0,0,358.8,4.8204
Breaded fried steak (eat lean & fat),21103120,1,1,medium steak,1,0.5,0.5,1.97559,0,0,0,0,0,0,0,0.04617,5.32899,0.00972,0,2.19672,242.86635,7.38598,0,801.9,16.1109
Breaded fried steak (eat lean only),21103130,1,1,medium steak,1,0.5,0.5,1.51032,0,0,0,0,0,0,0,0.03534,4.82856,0.00744,0,1.6802,53.85258,5.65347,0,515.22,6.9564
BBQ short ribs with sauce,21304220,1,1,medium rib,1,1,1,0.06375,0,0.00459,0,0,0,0.00459,0,0,0.93534,0,0,0.00057,28.05408,3.76345,0,107.61,2.4378
Roast beef (eat lean & fat),21401110,1,1,medium slice,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1.34988,0,0,0,36.83232,0,0,111.72,2.8728
Roast beef (eat lean only),21401120,1,1,medium slice,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1.48134,0,0,0,6.37686,0,0,82.74,1.3608
Beef brisket,21417120,1,1,"medium slice, 1/4 "" thick",1,0.5,0.5,0,0,0,0,0,0,0,0,0,1.4448,0,0,0,9.53316,0,0,96.6,1.7346
"Ground beef (75% lean, regular)",21501000,1,1,medium patty (4 per pound),1,0.5,0.5,0,0,0,0,0,0,0,0,0,2.6911,0,0,0,79.0704,0,0,234.6,6.137
Ground beef (80% lean),21501200,1,1,medium patty (4 per pound),1,0.5,0.5,0,0,0,0,0,0,0,0,0,2.81688,0,0,0,73.91736,0,0,236.72,5.8872
Low fat ice cream,13160410,1,1,cup,1,0.25,0.25,0.72199,0,0,0,0,0,0,0,0.35894,0.2329,0,0,0,11.61486,171.70839,0,228.79,0.822
Diet pudding (instant or canned),13210250,1,0.5,cup (4 fl oz),0.5,0.25,0.5,0.4901,0,0,0,0,0,0,0,0.4498,0,0,0,0.00087,10.0269,28.58916,0,105.3,0.754
Pudding (instant or canned),13210280,1,0.5,cup (4 fl oz),0.5,0.25,0.5,0.24665,0,0,0,0,0,0,0,0.45023,0,0,0,0,19.00341,57.78004,0,133.11,1.34415
"Pudding, no sugar added",13220220,1,0.5,cup (4 fl oz),0.5,0.25,0.5,0.54125,0,0,0,0,0,0,0,0.47375,0,0,0,0.00625,1.72125,0,0,81.25,1.1525
White sauce (cream sauce),13411000,1,0.25,cup,0.25,0.25,1,0.23438,0,0,0,0,0,0,0,0.24,0,0,0,0,58.13437,0,0,90.625,1.7125
Milk gravy,13412000,1,0.25,cup,0.25,0.25,1,0.195,0,0,0,0,0,0,0,0.24938,0,0,0,0,56.5425,0,0,88.125,2.775
Grilled cheese sandwich,14640100,1,1,sandwich,1,0.5,0.5,2.036,0,0,0,0,0,0,0,0.49,0,0,0,0.27,125.974,8.22,0,290,5.978
"Turkey lunch meat, fat free",7258,1,1,ounce,0.5,1,1,0,0,0,0,0,0,0,0,0,0.9884,0,0,0,0,0,0,28.56,0.06552
Coffee,92101000,2,1,fast food (16 fl oz order),1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0
Latte,92101900,1,1,medium (14 fl oz order),1,0.5,0.5,0,0,0,0,0,0,0,0,1.07304,0,0,0,0,45.31248,0,0,142.8,3.3048
Cappuccino,92161000,1,1,medium (17 fl oz order),1,0.5,0.5,0,0,0,0,0,0,0,0,1.01088,0,0,0,0,70.37766,0,0,160.38,4.5684
"Turkey breast lunch meat, fat free",7259,1,1,ounce,1,1,1,0,0,0,0,0,0,0,0,0,0.9884,0,0,0,0,0,0,23.52,0.0574
"Tofu, firm",16126,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0.99981,0,0,0,0,0,44.1,0.54369
Fried tofu,16129,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0.98394,0,1.65609,0,0,0,168.02,1.80916
Ground beef (95% lean),23559,1,1,medium patty (4 per pound),1,0.5,0.5,0,0,0,0,0,0,0,0,0,3.6006,0,0,0,0,0,0,167.28,2.75196
Ground beef (90% lean),23564,1,1,medium patty (4 per pound),1,0.5,0.5,0,0,0,0,0,0,0,0,0,3.43827,0,0,0,13.74813,0,0,201.96,4.17582
Whole milk,11111000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,69.56928,0,0,146.4,4.5384
2% milk (reduced fat),11112110,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,41.46048,0,0,122,3.0744
1% milk (low fat),11112210,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,19.50048,0,0,102.48,1.5372
Fat free milk (skim),11113000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,83.3,0.294
Low lactose lowfat (1%) milk,11114300,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.99308,0,0,0,0,19.50048,0,0,102.48,1.5372
Low lactose fat free (skim) milk,11114320,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,83.3,0.294
Low lactose reduced fat (2%) milk,11114330,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,41.46048,0,0,122,3.0744
Low lactose whole milk,11114350,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,1.0004,0,0,0,0,69.56928,0,0,146.4,4.5384
Buttermilk,11115000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,17.5959,0,0,98,1.3475
"Nonfat dry milk, reconstituted",11121300,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,80.85,0.1078
Sweetened condensed milk,11220000,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0.33966,0,0,0,0,59.28674,142.93239,0,245.565,4.19985
Soymilk,11320000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.9996,0,0.54771,0,0,0,98,0.5145
Flavored soymilk,11321000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1.0008,0,0.38933,3.9096,37.44922,0,117.6,0.504
"Plain yogurt, whole milk",11411100,1,1,8 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,64.66095,0,0,138.47,4.767
"Plain yogurt, fat free",11411300,1,1,8 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,1.40967,0,0,127.12,0.2724
"Flavored yogurt, whole milk",11421000,1,1,8 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,63.1287,72.09592,0,229.27,4.54
"Flavored yogurt, low fat",11422000,1,1,8 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0,0.92616,0,0,0,0,23.67837,73.53488,0,192.95,1.8387
"Flavored yogurt, fat-free sugar-free",11424000,1,1,8 oz container,1,0.25,0.25,0.00908,0,0,0,0,0,0,0,0.92616,0,0,0,0.0005,2.02257,0,0,97.61,0.2724
"Fruit yogurt, whole milk",11431000,1,1,6 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0.0578,0.6936,0,0,0,0,48.2715,91.2402,0,202.3,3.468
"Fruit yogurt, low fat",11432000,1,1,6 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0.0578,0.6936,0,0,0,0,15.0399,93.28496,0,173.4,1.19
"Fruit yogurt, fat-free sugar-free",11433500,1,1,6 oz container,1,0.25,0.25,0,0,0,0,0,0,0,0.1921,0.7055,0,0,0,0,0.765,0,0,86.7,0.153
"Frozen yogurt, low fat",11460150,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.874,0,0,0,0,24.894,100.64477,0,214,1.88
"Frozen yogurt, low fat sugar free",11460400,1,1,cup,1,0.25,0.25,1.52892,0,0,0,0,0,0,0,0.86118,0,0,0,0.00744,11.53386,0,0,199.02,0.9486
"Frozen yogurt, whole milk",11460440,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.609,0,0,0,0,55.2798,110.55418,0,220.98,4.0542
"Chocolate milk, whole milk",11511100,1,1,cup (1 school carton),1,0.25,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,74.565,48.31502,0,207.5,5.25
"Chocolate milk, 2% (reduced fat)",11511200,1,1,cup (1 school carton),1,0.25,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,43.29,45.99882,0,175,2.825
"Chocolate milk, fat free (skim)",11511300,1,1,cup (1 school carton),1,0.25,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6575,52.25661,0,140,0.575
"Chocolate milk, 1% (low fat)",11511400,1,1,cup (1 school carton),1,0.25,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,20.79,45.5112,0,157.5,1.55
Instant cocoa (with water),11514100,1,1,packet dry mix with water,1,0.25,0.25,0,0,0,0,0,0,0,0,0.18746,0,0,0,0,9.86328,65.49322,0,113.3,0.6798
"Instant cocoa, diet (with water)",11514300,1,1,packet dry mix with water,1,0.25,0.25,0.25807,0,0,0,0,0,0,0,0.25019,0,0,0,0.0591,1.43613,0,0,57.13,0.2561
Malted milk (Ovaltine),11526000,1,1,cup,1,0.25,0.25,0.1833,0,0,0,0,0,0,0,0.94705,0,0,0,0.01149,42.40575,22.11601,0,173.9,2.9845
Milk shake (whole milk),11541110,1,1,milkshake (10 fl oz),1,0.25,0.25,0,0,0,0,0,0,0,0,0.7641,0,0,0,0,124.70112,158.37394,0,393.37,8.3202
"Milk shake, low fat",11541500,1,1,small shake (12 fl oz),1,0.25,0.25,0,0,0,0,0,0,0,0,0.5157,0,0,0,0,13.33944,110.89324,0,198.64,0.9741
fruit smoothie made with milk,11553000,1,1,commercial smoothie (20 fl oz),1,0.25,0.25,0,0,0,0,0,0,0,1.41174,0.56672,0,0,0,0.02024,60.47712,206.76453,0,495.88,4.78676
Chocolate flavored drink,11560000,1,1,bottle (9 fl oz),1,0.25,0.25,0,0,0,0,0,0,0,0,0.04384,0,0,0,0.00061,9.76536,50.81553,0,128.78,0.8494
Meal replacement drink (Slim Fast),11623000,1,1,cup,1,0.25,0.25,0,0,0,0,0,0,0,0,0.93,0,0,0,0.68999,1.62936,104.72517,0,173.6,0.6448
"Dry milk powder, low fat",11812000,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,2.6622,0,0,109.8,0.411
Meal replacement powder (Slim Fast),11830970,1,1,tablespoon,1,1,1,0.03825,0,0,0,0,0,0,0,0.1563,0,0.0264,0,0,0.01755,23.25704,0,48.6,0.027
Light cream,12110100,1,2,Tablespoons (1 fl oz),1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.137,0,0,58.5,3.606
Half & Half,12120100,1,2,Tablespoons (1 fl oz),1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31.257,0,0,39.26,2.16232
"Whipped cream, sweetened",12140000,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.20378,6.69242,0,103.53,6.44385
Coffee Mate (liquid),12210200,1,2,Tablespoons (1 fl oz),1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.919,13.22425,0,40.8,0.582
Coffee Mate Lite (liquid),12210250,1,2,Tablespoons (1 fl oz),1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,10.57648,0,20.7,0.27
Coffee Mate (powder),12210400,1,1,packet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5796,6.37758,0,16.38,0.9756
Sour cream,12310100,2,1,individual container,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,56.592,0,0,64.2,3.915
"Sour cream, low fat or light",12310350,1,2,Tablespoons,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,30.528,0,0,43.52,2.112
Ground beef (85% lean),21501300,1,1,medium patty (4 per pound),1,0.5,0.5,0,0,0,0,0,0,0,0,0,3.15936,0,0,0,58.54464,0,0,238.08,5.5776
Beef jerky,21602100,1,1,piece (Slim Jim),1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.27773,0,0,0.00085,17.47699,3.34702,0,39.36,1.0416
Pastrami (beef),21603000,1,1,slice (slice = 1 oz),1,1,1,0,0,0,0,0,0,0,0,0,0.77084,0,0,0,55.2762,0,0,97.72,2.9176
Grilled pork chop (eat lean & fat),22101110,1,1,medium,1,0.5,0.5,0,0,0,0,0,0,0,0,0,3.0159,0,0,0,41.0427,0,0,216,4.662
Grilled pork chop (eat lean only),22101120,1,1,medium,1,0.5,0.5,0,0,0,0,0,0,0,0,0,2.9484,0,0,0,4.3092,0,0,174.72,3.0324
Fried pork chop (eat lean & fat),22101210,1,1,medium,1,0.5,0.5,0,0,0,0,0,0,0,0,0,2.54016,0,0,0,74.70792,0,0,225.99,5.508
Tea (unsweetened),92302000,1,1,teacup (cup = 6 fl oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0.00356
"Soft drink, diet",92410320,2,1,small (drink = 16 fl oz),1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0
"Fruit drink (punch, ade, or cooler)",92510610,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0.10664,0,0,0,0,0,0,96.98567,0,119.04,0
Lemonade,92511010,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0.11408,0,0,0,0,0,0,93.23684,0,99.2,0.01736
Crystal Lite (low-calorie fruit drink),92520410,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0.4296,0,0,0,0,0,0,0.03901,0,45.6,0
Cranberry juice cocktail,92530510,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0.77418,0,0,0,0,0.01349,0,117.9808,0,144.21,0.0253
Gatorade or Powerade (sports drink),92560000,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01031,0,60,0
Pedialyte,92570100,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Beer or ale,93101000,1,1,can,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.6,147.6,0
Lite beer,93102000,1,1,can,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,100.8,0
Cordial or liqueur,93201000,1,1,cordial glass,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.01333,0,17.98668,52.8,70.8,0.012
Bloody Mary,93301030,1,1,cocktail,4.6,0.5,0.5,0,0,0.34914,0,0,0,0.34914,0.05796,0,0,0,0,0,0,0,98.532,114.54,0.0138
Gin & tonic,93301060,1,1,cocktail,7,0.5,0.5,0,0,0,0,0,0,0,0.0588,0,0,0,0,0,0,53.3505,104.37,159.6,0.0042
Manhattan,93301090,1,1,cocktail,2.1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.243,138.243,0
Margarita,93301100,1,1,cocktail (incl. frozen),6.3,0.5,0.5,0,0,0,0,0,0,0,0.15819,0,0,0,0,0.01389,0,60.12325,325.3698,425.754,0.03906
Martini,93301110,1,1,cocktail,2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.514,129.92,0
